"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B"
63639,12/31/2020 0:00:00,17872,0,0,0,0,332699582,10115381,8526609,406346048,0,332699582,10115381,8526609,69,61,22,152,0,0,0,0,122019,3,0,0,0,32,26,0,0,9011213,0,2161987,0,0,0,0,0,0,0,0,0,0,0,4009059,0,0,0,0,0,0,0,0,5957249,55947,507033,2014178,100486,1392833,497408,0,0,0,0,4738,210037,72846590,0,0,13240923,0,0,0,0,3998498,4954935,0,0,514416,0,1687,20910,883,35301,462,948,60191,0,0,0,0,10,40,0,0,3,35,0,0,0,81,5,0,0,0,0,0,0,11173200,8181927,4974643,1612234,0,2416661,405290,0,11,0,0,0,0,0,0,0,3578271,45361897,0,105144331,0,0,0,3,15433,0,0,0,36417200,896,0,0,0,142579,900,0,0,0,0,0,0,1,0,0,0,0,0,391,0,162,0,0,0,0,0,187,0,10,0,0,0,0,5856,48692321,0,5856,0,48692321,0,13600000,0,0,13600000,33963167,0,0,0,0,121594,115806,130285,31474,277565,0,0,0,0,0,77703,0,45060,0,165868,171074,351428,0,522502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0
63648,12/31/2020 0:00:00,17880,0,0,0,0,111711455,4687749,2756652,128721333,0,111711455,4687749,2756652,32,8,2,42,0,0,0,0,62020,3,0,0,0,12,31,0,0,3303925,0,686247,0,0,0,0,0,0,0,0,0,0,0,692400,0,0,0,0,0,0,0,0,2016308,12275,370170,423894,179045,379276,987623,0,0,0,0,24041,57651,14607119,0,0,9470873,0,0,0,0,3969400,3886958,0,0,0,68543,514,9147,182,13392,0,432,23667,0,0,0,0,20,145,0,0,0,180,0,0,0,34,1,0,0,0,0,0,0,3990172,3511813,1325410,415805,0,386940,597518,0,0,0,0,0,0,0,0,0,1147408,14774329,0,43976943,0,0,0,3,8391,0,0,0,9142166,710,653,0,0,51072,0,0,0,0,0,0,0,1,0,0,0,0,0,150,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1529,18050056,0,1529,0,18050056,0,0,0,0,0,2000000,0,0,0,0,81530,64372,27225,0,91597,0,0,0,0,0,39814,0,0,28422,224459,142783,37810,4069,184662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63663,12/31/2020 0:00:00,17895,0,0,0,0,62035987,0,0,69627390,0,62035987,0,0,39,4,1,44,0,0,0,0,62020,3,0,0,0,0,0,0,0,1540820,0,555564,0,0,0,0,0,0,0,0,0,0,0,577299,0,0,0,0,0,0,0,0,770449,6000,102248,412882,60686,24090,705221,0,0,0,0,35400,17978,5401326,0,0,2699941,0,0,0,0,2484404,5919472,0,0,-13912,19,99,4144,176,7073,56,803,12351,0,0,0,0,25,25,0,0,5,50,0,0,0,14,0,0,0,0,0,0,0,2096384,1834680,653093,104104,0,352819,0,347220,0,0,0,0,0,0,0,0,1321007,11768752,3000000,27239588,0,0,0,3,3042,0,0,0,7318287,1051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,36,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,4000000,0,0,0,309168,80261,10106,0,90367,0,0,0,0,0,60314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63672,12/31/2020 0:00:00,17903,0,0,0,0,17470471,1189912,0,22130398,0,17726421,1189912,0,112,0,3,115,0,0,0,0,62020,3,0,0,0,0,0,0,0,248785,0,350266,0,0,0,0,0,0,0,0,0,0,0,21948,0,0,0,0,0,0,0,0,224830,3839,24487,150102,8259,50216,16784,0,0,0,0,11119,1588,2828468,0,0,1703431,0,0,0,0,0,289720,0,0,0,10855,266,454,0,1178,0,92,1991,0,0,0,0,25,115,0,0,10,0,0,0,0,2,4,0,0,0,0,230,0,599051,509227,38104,89824,0,56107,0,17000,6754,0,0,0,0,0,0,0,73992,223398,0,16199000,0,0,0,3,350,0,0,0,3183775,1438,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12913,3361,0,0,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63676,12/31/2020 0:00:00,17907,0,0,0,0,7393205,0,0,9006926,0,7393205,0,0,4,1,0,5,0,0,0,0,62020,2,0,0,0,0,0,0,0,189874,0,108600,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,136508,0,12000,45069,24680,3797,27062,0,0,0,0,3909,5942,1077992,0,0,936010,0,0,0,0,0,803852,0,0,0,0,0,0,0,1058,0,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,298474,259526,1303,10752,0,1862,0,86278,0,0,0,0,0,0,0,0,0,1223675,0,4898278,0,0,0,1,0,0,0,0,1605520,1782,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,0,0,0,0,12068,13364,8871,0,22235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63679,12/31/2020 0:00:00,17910,0,0,0,0,30247622,994627,185196,36453806,0,30247622,994627,185196,10,2,0,12,0,0,0,0,92020,3,0,0,0,0,0,0,0,1052402,0,116238,0,0,0,0,0,0,0,0,0,0,0,287535,0,0,0,0,0,0,0,0,586987,3215,115660,331109,41878,74813,140250,0,0,0,0,8244,40575,8166091,0,0,2687276,0,0,0,0,331723,1051075,0,0,0,0,309,2120,0,5836,0,85,8350,0,0,0,0,25,30,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1168640,1119115,627780,59749,0,404164,0,178770,0,0,0,0,0,0,0,0,337757,6059027,0,8428258,0,0,0,3,2446,0,0,0,4847005,1329,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,12403,13514,0,0,13514,0,0,0,0,0,161154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63704,12/31/2020 0:00:00,17934,0,0,0,0,25023677,668422,176031,28063648,0,25023677,668422,176031,6,3,5,14,0,0,0,0,62020,3,0,0,0,1,0,0,0,590394,0,232268,0,0,0,0,0,0,0,0,0,0,0,106150,0,0,0,0,0,0,0,0,513151,2936,84156,339987,13499,57299,34381,0,0,0,0,2644,31767,1781455,27323,0,1817556,0,0,0,0,150598,226902,0,0,0,5999,110,1642,25,4004,0,68,5849,0,0,0,0,10,15,0,0,0,15,0,0,0,9,4,0,0,0,0,0,0,822662,759524,321190,39138,0,894,0,108663,118,0,0,0,0,0,0,0,371970,2381959,0,12319663,0,0,0,3,958,0,0,0,2149264,765,0,1483139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,37,3,0,0,38,0,0,3,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,405,1098,4910,6413,0,0,0,0,0,0,165651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0
63714,12/31/2020 0:00:00,17943,0,0,0,0,21782469,220842,702898,26133463,0,21782469,220842,702898,1,2,2,5,0,0,0,0,122019,3,0,0,0,1,3,0,0,251924,0,297258,0,0,0,0,0,0,0,0,0,0,0,39693,0,0,0,0,0,0,0,0,279625,0,13178,225239,200,67766,9865,0,0,0,0,5400,11208,1341963,0,0,765974,0,0,0,0,786858,684308,0,0,0,0,193,737,17,2899,0,230,4076,0,0,0,0,25,50,0,0,0,50,0,0,0,4,0,0,0,0,0,0,0,549182,528466,122190,42716,0,38175,0,163798,2289,0,0,0,0,0,0,0,0,5265587,0,16622748,0,0,0,3,1483,0,0,0,3361782,1286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,1438,0,2233,0,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63715,12/31/2020 0:00:00,17944,0,0,0,0,5366812,0,0,6326553,0,5366812,0,0,0,0,0,0,0,0,0,0,62020,2,0,0,0,0,0,0,0,43795,0,99223,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,68014,1310,6600,4859,69,1344,14148,0,0,0,0,4800,14462,177321,0,0,362801,0,0,0,0,0,330532,0,0,0,0,0,0,0,704,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,143018,120734,763,22284,0,5891,0,31541,0,0,0,0,0,0,0,0,20,428978,0,4950236,0,0,0,0,0,0,0,0,940695,1486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,0,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63716,12/31/2020 0:00:00,17945,0,0,0,0,252861129,15701001,2962298,307219778,0,252861129,15701001,2962298,106,11,10,127,0,0,0,0,122019,3,0,0,0,21,6,0,0,9342159,0,1469797,0,0,0,0,0,0,0,0,0,0,0,3610645,0,0,0,0,0,0,0,0,6335093,12060,931587,3845740,851029,677619,246293,0,7776,0,0,65399,302649,57293555,0,0,14666235,0,0,0,0,12527738,12970251,0,0,-39882,0,1685,18743,721,35730,0,595,57474,0,0,0,0,35,80,0,0,0,40,0,0,0,107,14,0,0,0,0,0,0,10811956,8708975,7211258,1321380,0,2644988,0,910833,0,0,0,0,0,0,0,0,3960179,16163241,0,92737720,0,0,0,3,12244,0,0,0,33033161,1075,0,0,0,12300,365386,0,0,0,0,0,0,1,0,0,0,0,54,269,0,303,0,0,2,521,39,191,0,55,0,0,0,109,1059,13987398,0,1059,0,13987398,0,0,0,0,0,25848000,0,0,0,0,160107,106759,19583,43424,169766,0,0,0,0,0,251621,0,19370,0,77514,81523,0,0,81523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0
63757,12/31/2020 0:00:00,17985,0,0,0,0,256865965,6731744,3374955,352582937,0,268615965,29567801,4366955,264,22,1,287,0,0,0,0,92020,2,0,0,0,67,32,0,0,15841771,0,115979,0,0,0,0,0,0,0,0,0,0,0,3149224,0,0,0,0,0,0,0,0,11201906,101460,802010,1847439,818501,1442964,1557095,0,0,0,0,42000,289586,93329978,0,0,14663310,0,0,0,0,5327697,10962938,0,0,0,0,1587,16990,913,33521,179,42,53276,0,0,0,0,10,75,0,23995,85,25,0,0,0,95,2,0,0,0,0,201,0,15957750,10529803,12956406,3527947,0,5383248,5,0,0,0,0,0,0,0,0,0,5206433,36988513,0,571005,0,0,0,3,13321,0,0,0,41149699,1167,0,0,0,13395,938,0,0,0,0,0,0,1,0,0,0,0,46,314,449,41,0,6,1,0,1094,272,168,11,0,1,0,0,1437,16446172,0,0,1437,0,16446172,0,0,0,0,149474271,0,0,0,0,219794,372284,13726,0,386010,0,0,0,0,0,299748,305542,38185,43592,213363,211314,57820,0,269134,25774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,8,2,1,0,3,0,2,0,0,2,0,0,2,449500,0
63783,12/31/2020 0:00:00,18011,0,0,0,23596,120405920,12325464,0,153128771,0,120405920,12325464,0,16,3,17,36,0,0,0,0,122019,3,0,0,0,20,6,0,0,3657630,0,779123,0,0,0,0,0,0,0,0,0,0,0,363586,0,0,0,0,0,0,0,0,1675139,44842,277866,307091,144842,261929,1500616,0,0,0,0,42000,135893,26428011,0,0,18310368,0,0,124884,0,4045189,8915099,0,0,0,0,1352,8128,517,14244,0,331,24572,0,0,0,0,55,135,13539,0,16,45,0,0,0,25,5,0,0,0,0,0,0,4436753,3096299,1169035,941454,0,-124884,0,141347,0,0,0,0,0,0,0,0,1718769,15876100,0,57064302,0,0,0,3,6174,0,-104092,0,20479295,1337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,135,0,0,0,14,0,0,0,22,0,0,688,11461817,0,0,688,0,11461817,0,0,0,0,6260000,0,0,0,0,15991,13127,0,688,13815,0,0,0,0,0,14259,50033,0,0,60834,10914,0,0,10914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
63789,12/31/2020 0:00:00,18017,0,6421800,12602900,21396100,220477187,29652275,17458797,367476135,0,224992915,48740222,17458797,68,14,5,87,0,0,0,0,122019,3,0,0,0,11,20,0,0,12013947,0,259453,0,0,0,0,0,0,0,0,0,0,0,3118348,0,0,0,0,0,0,0,0,5089675,2118,700862,717786,426742,459295,1731801,0,0,0,0,34092,156314,57807412,2687751,0,20557218,0,0,0,0,260732,7359099,0,0,12154,0,2162,10334,782,22457,1465,1150,38407,0,0,0,0,34.3,196.7,0,0,4.4,166.6,0,0,0,66,3,0,0,0,0,182,0,12273400,7600426,4012905,3849153,0,2294646,0,166500,240782,0,0,0,0,0,0,349435493,4838606,57589088,0,5595161,0,0,0,3,14549,0,0,0,32384275,926,0,13637881,0,80000,1784818,129849637,0,0,0,0,0,1,0,0,0,0,253,275,128,251,0,13,15,10,91,92,57,76,0,0,41,3,3094,85335260,0,521,2573,11544460,73790800,0,0,0,0,126916291,0,0,0,0,38306,33524,24968,0,58492,0,0,0,0,0,0,1126481,0,0,822123,1509556,121433,43437,1674426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0
63791,12/31/2020 0:00:00,18019,0,0,0,0,35018333,470952,0,38711609,0,35018333,470952,0,7,2,3,12,0,0,0,0,122019,2,0,0,0,0,0,0,0,792225,0,289797,0,0,0,0,0,0,0,0,0,0,0,376002,0,0,0,0,0,0,0,0,443349,5613,126441,475242,68124,36546,5131,0,0,0,0,22392,15436,3760480,0,0,4087988,0,0,0,0,786307,1031200,0,0,0,0,146,1697,59,4734,0,0,6636,0,0,0,0,0,50,0,0,0,25,0,0,0,9,0,0,0,0,0,0,0,1082022,939840,388138,103582,0,129704,0,46657,0,0,0,0,0,0,0,0,669590,6132321,0,14660695,0,0,0,2,0,0,0,0,3131466,808,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,41,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340000,0,0,0,0,618,6592,0,10157,16749,0,0,0,0,0,0,0,25750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
63793,12/31/2020 0:00:00,18021,0,0,0,0,2718965,0,0,3128015,0,2718965,0,0,4,0,0,4,0,0,0,0,32020,2,0,0,0,0,0,0,0,88610,0,15554,0,0,0,0,0,0,0,0,0,0,0,14073,0,0,0,0,0,0,0,0,69917,0,0,44218,0,1088,61,0,0,0,0,4102,0,404256,0,0,482252,0,0,0,0,0,366431,0,0,0,0,0,131,0,399,23,2,555,0,0,0,0,120,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,104164,105404,14988,1560,0,1006,2110,0,0,0,0,0,0,0,0,0,46650,1200195,0,550110,0,0,0,3,110,0,0,0,406260,1298,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,0,0,0,0,0,32816,0,0,32816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63802,12/31/2020 0:00:00,18030,0,0,0,0,6858338,0,0,8121441,0,6858338,0,0,1,2,2,5,0,0,0,0,32020,2,0,0,0,0,5,0,0,253851,0,43589,0,0,0,0,0,0,0,0,0,0,0,36674,0,0,0,0,0,0,0,0,263610,407,16341,59001,3709,12563,54273,0,0,0,0,5220,712,2461605,0,0,797179,0,0,0,0,362328,255685,0,0,0,0,35,196,0,1848,0,0,2079,0,0,0,0,0,5,0,0,5,0,0,0,0,5,1,0,0,0,0,0,0,297440,271602,69368,3638,0,-74866,0,58817,0,0,0,0,0,0,0,0,28236,494917,0,2837077,0,0,0,3,302,0,0,0,1244917,1532,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,1989,0,0,1533,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63805,12/31/2020 0:00:00,18033,0,0,0,8669025,564427102,54188238,21030611,723216281,0,564427102,54188238,21030611,128,9,1,138,0,0,0,0,122020,2,0,0,0,41,15,0,0,16468267,0,1528234,0,0,0,0,0,0,0,0,0,0,0,5164492,0,0,0,0,0,0,0,0,11966240,44867,2065601,6748209,458922,2162058,330227,0,0,0,0,119932,392094,82876840,2301905,0,32851172,0,0,0,0,18136459,22007815,0,0,21973,62357,4100,35381,1833,118518,114,3893,163839,0,0,0,0,50,95,5417,0,0,95,0,0,0,149,14,0,0,0,0,0,0,17996501,13279845,14054893,3341656,0,3046588,0,1139400,77,0,0,0,0,0,0,0,3131757,208889249,0,77038952,0,0,0,3,42523,0,0,0,70624270,976,0,0,0,38960,7429922,0,0,0,0,0,0,1,0,0,0,0,661,348,105,185,0,194,4,2,162,45,16,27,0,27,0,0,5514,246544217,0,4053,1461,63421995,183122222,0,0,0,0,49500000,0,0,0,0,241938,124959,33816,0,158775,0,0,0,0,0,266232,408186,11773,0,1043245,271220,463850,154931,890001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1,4,0,0,3,0,3,2,1,0,0,1,0,0,0,0,0
63828,12/31/2020 0:00:00,18056,0,0,0,0,295097416,9910993,6324064,339254584,0,295097416,9910993,6324064,57,1,3,61,0,0,0,0,122019,3,0,0,0,2,2,0,0,8750939,0,820440,0,0,0,0,0,0,0,0,0,0,0,2861385,0,0,0,0,0,0,0,0,5569574,41953,666926,1759541,251455,174195,2816292,0,0,0,0,50510,117603,40615209,0,0,4295970,0,0,0,0,0,17516078,0,0,42536,61428,1560,23383,844,31802,211,1539,59339,0,0,0,0,30,120,15669,16450,0,120,0,0,0,87,2,0,0,0,0,0,0,9571379,7366958,5980895,1079421,0,1899804,0,0,0,0,0,0,0,0,0,0,17666948,69985242,0,45334901,0,0,0,3,20494,0,0,0,25330235,746,0,0,0,21641,162660,0,0,0,0,0,0,1,0,0,0,0,2680,474,63,69,0,116,0,0,57,46,12,16,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,17366689,17366689,0,0,0,142133,101115,0,10750,111865,0,0,0,0,0,94267,0,0,33000,0,0,0,0,0,170246,90142,0,4125,94267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,0,1,18,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
63829,12/31/2020 0:00:00,18057,0,5006674,0,22785585,999282137,89544755,35989752,1264357138,0,999282137,89544755,35989752,57,2,7,66,0,0,0,0,122019,2,0,0,0,86,7,0,0,38085685,2317,661166,0,0,0,0,0,0,0,0,0,0,0,8628706,0,0,0,0,0,0,0,0,21234316,90300,2331298,6978265,779765,2058183,3027609,0,0,0,0,67750,740273,299739901,5482671,0,117982974,0,0,0,0,11551092,38096647,0,0,-231807,-1152990,7007,52124,3343,145284,392,6093,214243,0,0,0,0,15,25,81577,9995,3,60,0,0,0,247,23,0,0,0,0,0,0,38756338,29390154,16952165,5979170,0,9034560,400000,0,153918,0,0,0,0,0,0,0,10977929,148336951,0,15326562,0,0,0,3,33692,0,-8728617,0,101713210,804,0,639874169,0,242105,13342725,15000000,0,0,0,0,0,1,0,0,0,0,474,726,534,295,0,67,273,0,859,400,93,27,0,34,44,0,23201,335812411,0,23201,0,335812411,0,0,0,0,0,109493112,0,0,0,0,59981,26976,0,0,26976,0,0,0,0,0,65242,235631,150292,0,2087450,389346,3165,0,392511,237335,67607,0,86459,154066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,1,1,0,2,1,1,0,7,8,0,0,0,0,0
63830,12/31/2020 0:00:00,18058,0,0,0,0,3961075,0,0,4780217,0,3961075,0,0,5,2,2,9,0,0,0,0,62020,2,0,0,0,0,0,0,0,111931,0,21502,0,0,0,0,0,0,0,0,0,0,0,2172,0,0,0,0,0,0,0,0,0,0,0,8377,367,2382,68550,0,0,0,0,2129,9874,1154009,0,0,1592295,0,0,0,0,0,178558,0,0,0,0,35,0,0,1252,0,0,1287,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133433,103072,2225,14881,0,13618,0,36800,0,0,0,0,0,0,0,0,0,425810,119327,1257341,0,0,0,0,0,0,0,0,817175,1709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,0,0,0,0,3910,5568,1577,3277,10422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63832,12/31/2020 0:00:00,18060,0,0,0,0,1198947467,10101102,5694650,1368227248,0,1198947467,10101102,5694650,168,16,1,185,0,0,0,0,122019,2,0,0,0,160,33,0,0,45712297,0,2327228,0,0,0,0,0,0,0,0,0,0,0,3943811,0,0,0,0,0,0,0,0,29225615,189573,3011747,10103946,459072,3278438,646696,0,0,0,0,111919,1220148,124867920,0,0,253525077,0,0,0,0,36038561,4212816,0,0,213116,1950,3966,52400,2987,105877,0,7723,172953,0,0,0,0,40,35,0,13572,5,25,0,0,0,244,11,0,0,0,0,0,0,48039525,37622983,21945888,5971035,0,11321717,0,750000,0,0,0,0,0,0,0,0,8109246,146729043,0,172984120,0,0,0,3,59222,0,0,0,135244781,988,0,341049000,0,939686,50000,0,0,0,0,0,0,1,0,0,0,0,201,450,289,75,0,1,0,0,620,195,98,7,0,0,0,0,17351,440569822,0,17351,0,440569822,0,0,0,0,0,421473839,0,0,0,0,69949,50497,0,6130,56627,0,0,0,0,0,0,94159,449155,1633725,3513159,851711,79453,0,931164,16941,4879,0,0,4879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,2,1,1,0,2,0,0,0,0,0
