"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B"
9907,12/31/2020 0:00:00,4766,0,0,0,0,4125932,174329,0,4788466,0,4125932,174329,0,0,0,0,0,0,0,0,0,82020,2,0,0,0,0,0,0,0,246911,0,5678,0,0,0,0,0,0,0,0,0,0,0,11173,0,0,0,0,0,0,0,0,103363,462,0,30169,500,3338,13694,0,0,0,0,1313,1675,1437491,0,0,1741975,0,0,0,0,0,72253,0,0,0,240,23,0,31,572,0,0,626,0,0,0,0,0,250,0,0,0,65,0,0,0,1,1,0,0,0,0,0,0,252589,185248,14837,29341,0,45571,10000,0,0,0,0,0,0,0,0,0,0,631850,0,110000,0,0,0,0,0,0,0,0,482419,1007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9915,12/31/2020 0:00:00,4770,0,0,0,0,672023019,9167762,4576453,760866517,0,672023019,9167762,4576453,67,4,0,71,0,0,0,0,92020,2,0,0,0,73,19,0,0,15029278,0,3092301,0,0,0,0,0,0,0,0,0,0,0,6379172,0,0,0,0,0,0,0,0,11913252,104817,2057066,3570480,685204,2270514,2566457,0,0,0,0,160210,667366,80484026,0,0,83090546,0,0,0,0,15992164,17244495,0,0,-6470,7200,2637,45941,2529,79860,0,1375,132342,0,0,0,0,15,80,0,0,0,15,0,0,0,201,0,0,0,0,0,0,0,18121579,14183832,12273838,964677,0,2462304,0,865933,0,0,0,0,0,0,0,0,7723898,75614900,30000000,219446388,0,0,0,3,31741,0,0,0,65831532,865,631,0,0,0,443513,0,0,0,0,0,0,1,0,0,0,0,345,258,0,0,0,0,3,255,50,72,0,0,0,0,2,118,3998,77770930,0,3998,0,77770930,0,0,0,0,0,62427718,0,0,176891,1775,413222,40746,20186,0,60932,0,0,0,0,0,252168,0,0,0,659853,116804,0,0,116804,141756,65969,28859,0,94828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9919,12/31/2020 0:00:00,4773,0,0,0,0,40029599,3916025,0,54102722,0,41520693,4909659,0,6,0,0,6,0,0,0,0,92020,3,0,0,0,3,0,0,0,2032534,0,43793,0,0,0,0,0,0,0,0,0,0,0,516511,0,0,0,0,0,0,0,0,653268,6488,89988,492023,80621,72214,76899,0,0,0,0,11283,37654,10512014,0,0,2903403,0,0,0,0,570366,2162395,0,0,0,40123,187,2663,166,4687,110,0,7823,0,0,0,0,0,216,0,0,0,317,0,0,0,10,0,0,0,0,0,257,0,2076327,1595068,556634,421759,0,631264,61973,0,0,0,0,0,0,0,0,0,476724,14118905,0,2617582,0,0,0,3,1363,0,0,0,7265553,1342,0,0,0,4170,0,0,0,0,0,0,0,1,0,0,0,0,68,67,0,0,0,0,43,0,9,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1740000,1740000,0,425699,1728,13568,14996,0,0,14996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9923,12/31/2020 0:00:00,4776,0,0,7507803,0,234118412,10080870,4621583,292347707,0,239075412,11470870,5368583,49,3,1,53,0,0,0,0,62020,2,0,0,0,20,6,0,0,8771834,0,440093,0,0,0,0,0,0,0,0,0,0,0,1926086,0,0,0,0,0,0,0,0,6135183,47585,340887,1461747,341132,461174,1569152,0,9684,0,0,76344,245406,74339111,0,0,41313745,0,0,0,0,0,10256465,0,0,14640,326291,1198,11363,599,28757,4479,1011,47430,0,0,0,0,35,42,15500,5784,9,75,0,0,0,59,0,0,0,0,0,286,0,9211927,6340825,6127055,1982648,0,1779586,0,1100000,0,0,0,0,0,0,0,0,7390914,41357100,0,30593747,0,0,0,3,12155,0,-3892700,0,27461851,939,0,152773784,0,114699,374294,0,0,0,0,0,0,1,0,0,0,0,137,38,0,40,86,107,9,0,322,173,0,5,6,9,0,0,5987,95440775,0,5987,0,95440775,0,0,0,0,0,56500000,0,0,0,0,477656,163491,0,0,163491,0,0,0,0,0,425991,265059,74048,0,2297520,387498,4015,0,391513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,6,6,2,1,0,3,2,2,0,0,2,0,0,0,0,0
9924,12/31/2020 0:00:00,4777,0,0,0,0,61928158,3237411,1165609,77395157,0,61928158,3237411,1415609,8,0,0,8,0,0,0,0,122019,3,0,0,0,3,5,0,0,2340874,0,266785,0,0,0,0,0,0,0,0,0,0,0,832717,0,0,0,0,0,0,0,0,1202323,3659,89166,197174,31920,87027,402058,0,0,0,0,17663,40259,4761402,0,0,2055305,0,0,0,0,0,3027879,0,0,-3905,0,519,1742,0,5551,0,0,7813,0,0,0,0,0,122.4,0,0,4,0,0,0,0,12,0,0,0,0,0,60,0,2607659,1903502,861314,493331,0,693567,0,85053,0,0,0,0,0,0,0,0,359960,12887859,0,11941822,0,0,0,3,1500,0,0,0,10069146,1301,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,10,6,12,0,5,15,0,4,1,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12787047,0,0,307606,1653,46428,19358,0,0,19358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9931,12/31/2020 0:00:00,4780,0,0,0,0,64385445,2066996,573257,75710715,0,64385445,2066996,573257,14,2,0,16,0,0,0,0,122019,3,0,0,0,2,2,0,0,2218439,0,223213,0,0,0,0,0,0,0,0,0,0,0,291549,0,0,0,0,0,0,0,0,1409560,18212,177148,723849,3000,322817,81736,0,0,0,0,18908,17525,15004261,0,0,17676505,0,0,0,0,639838,637029,0,0,0,0,295,2921,224,10959,307,73,14779,0,0,0,0,25,122,0,0,0,104,0,0,0,20,2,0,0,0,0,0,0,2441652,2139002,916695,200566,0,282942,0,149726,155962,0,0,0,0,0,0,0,1111116,4177127,0,13173565,0,0,0,3,6184,0,-2495830,0,10647286,1406,0,0,0,58474,0,0,0,0,0,0,0,1,0,0,0,0,28,42,2,0,0,0,0,0,3,4,0,0,0,0,0,0,1342,28229845,0,53,1289,266527,27963318,0,0,0,0,3000000,0,0,190487,1825,5472,6600,3969,0,10569,0,0,0,0,0,0,0,0,0,408176,123753,4875,0,128628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9943,12/31/2020 0:00:00,4785,0,0,0,0,69876979,3826384,3965874,86138333,0,70622506,3826384,4214874,33,12,0,45,0,0,0,0,122019,3,0,0,0,1,0,0,0,3173882,0,41472,0,0,0,0,0,0,0,0,0,0,0,361117,0,0,0,0,0,0,0,0,1234854,8982,128208,335699,79680,407941,501571,0,0,0,0,18334,29364,24243177,0,0,4185578,0,0,0,0,1184543,2835902,0,0,-9462,2590,679,4290,386,13336,0,117,18811,0,0,0,0,20,182,1072,0,0,95,0,0,0,19,0,0,0,0,0,263,0,3215354,2511990,1033677,520388,0,801034,0,113443,0,0,0,0,0,0,0,0,1481411,17234086,0,3691043,0,0,0,3,2052,0,-889824,0,8120602,942,0,0,0,19600,0,0,0,0,0,0,0,1,0,0,0,0,3259,291,0,0,0,0,0,0,582,48,0,0,0,0,0,0,1357,18765144,0,1357,0,18765144,0,0,0,0,0,6795770,0,0,888410,1695,21381,3473,6876,0,10349,0,0,0,0,0,511938,0,0,0,188763,422360,28309,0,450669,57298,66470,13182,0,79652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,10,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9951,12/31/2020 0:00:00,4789,0,0,0,0,11204510,64496,26236,12181579,0,11204510,64496,26236,115,7,0,122,0,0,0,0,32020,2,0,0,0,5,0,0,0,522881,0,7857,0,0,0,0,0,0,0,0,0,0,0,203028,0,0,0,0,0,0,0,0,391367,441,29558,188547,9135,27811,242535,0,0,0,0,1857,34858,2730705,0,0,687433,0,0,0,0,0,1795749,0,0,50,0,6,1752,0,2504,0,0,4262,0,0,0,0,0,181.67,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,530738,519924,348848,10814,0,-57337,0,1345,2674,0,0,0,0,0,0,10984002,553849,4100767,0,1345,0,0,0,3,1736,0,0,0,738583,672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,683873,1690.69,60082,89922,3639,0,93561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5933,14678,28,0,14706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9952,12/31/2020 0:00:00,4790,0,0,0,0,2994963,0,0,3520084,0,2994963,0,0,3,1,0,4,0,0,0,0,32019,2,0,0,0,0,1,0,0,74810,0,43596,0,0,0,0,0,0,0,0,0,0,0,9472,0,0,0,0,0,0,0,0,93290,4225,0,17439,0,3160,0,0,0,0,0,913,600,0,0,0,15091,0,0,0,0,0,523951,0,0,0,0,0,0,0,349,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,118406,109380,10056,9026,0,-191,0,0,0,0,0,0,0,0,0,0,0,538494,0,2450000,0,0,0,0,0,0,0,0,525121,1491,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6629,2444,0,9073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9965,12/31/2020 0:00:00,4796,0,0,0,0,43006028,0,0,50012769,0,43006028,0,0,3,0,0,3,0,0,0,0,122020,3,0,0,0,1,0,0,0,959990,0,387017,0,0,0,0,0,0,0,0,0,0,0,100192,0,0,0,0,0,0,0,0,808561,7751,98744,211376,27892,36901,164547,0,0,0,0,13013,9840,4802027,0,0,1573776,0,0,0,0,363009,1043720,0,0,0,0,157,1759,149,4312,194,0,6571,0,0,0,0,0,45,16123,0,0,100,0,0,0,13,0,0,0,0,0,0,0,1347007,1236791,192230,110216,0,50396,0,351389,0,0,0,0,0,0,0,0,539252,13581586,0,15046389,0,0,0,3,731,0,-733007,0,7673607,1534,0,0,0,45000,0,0,0,0,0,0,0,1,0,0,0,0,68,108,12,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,368,800,0,0,800,0,0,0,0,0,59362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9971,12/31/2020 0:00:00,4802,0,0,0,0,116413547,11848101,0,148418549,0,116413547,11848101,0,44,4,2,50,0,0,0,0,92020,3,0,0,0,18,8,0,0,4748117,0,409910,0,0,0,0,0,0,0,0,0,0,0,537412,0,0,0,0,0,0,0,0,2478114,5670,460038,964947,80036,82273,318205,0,0,0,0,37061,57450,46291578,0,0,29401185,0,0,0,0,0,2196725,0,0,0,10200,1029,4059,453,11035,0,0,16576,0,0,0,0,0,50,0,0,0,75,0,0,0,43,0,0,0,0,0,0,0,5158027,3340193,1727812,1151635,0,584211,0,260385,1,0,0,0,0,0,0,0,819250,28487343,0,20913960,0,0,0,3,3836,0,0,0,18064524,1217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,27188368,0,0,1224,0,27188368,0,0,0,0,17415000,0,0,1838278,1733,12580,4127,0,18260,22387,0,0,0,0,0,0,0,0,97045,445230,272213,26136,0,298349,54895,127456,16406,0,143862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9974,12/31/2020 0:00:00,4805,0,0,0,0,3189592,8791,0,3876984,0,3189592,8791,0,4,0,0,4,0,0,0,0,22020,2,0,0,0,0,1,0,0,111864,0,3927,0,0,0,0,0,0,0,0,0,0,0,77262,0,0,0,0,0,0,0,0,82469,0,17545,34982,0,2826,10691,0,0,0,0,617,3321,556919,0,0,65823,0,0,0,0,0,185199,0,0,0,0,53,0,0,2203,0,0,2256,0,0,0,0,0,155,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,115791,102461,77262,7405,0,27272,8615,0,9783,0,0,0,0,0,0,0,49407,2783932,0,8615,0,0,0,1,0,0,0,0,628464,1621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,102763,1700,4187,2058,0,0,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9976,12/31/2020 0:00:00,4806,0,0,0,0,2353665829,209860036,74649010,2928760053,0,2353665829,209860036,74649010,513,18,16,547,0,0,0,0,122019,2,0,0,0,242,94,0,0,105161502,0,2275945,0,0,0,0,0,0,0,0,0,0,0,12142430,0,0,0,0,0,0,0,0,48947392,293501,6275218,16168500,2583738,7948533,3498490,0,0,0,0,524297,1687968,654109409,0,0,691452587,0,0,0,0,108284109,24842220,0,0,-12651,1050357,17857,119961,15417,272698,961,30286,457180,0,0,0,0,25,60,0,59619,0,60,0,0,0,544,18,0,0,0,0,0,0,107437447,62663019,32203700,16773509,0,6939082,0,0,0,0,0,0,0,0,0,0,20798415,393110022,0,107508770,0,0,0,3,132127,0,0,0,270452359,923,0,113680387,0,1525125,2572624,0,0,0,0,0,0,1,0,0,0,0,2907,1652,37,142,4,80,547,3,384,167,11,23,1,1,98,2,60879,1274675234,0,60725,154,1271555614,3119620,0,0,0,0,920465955,0,0,1258456,1671.1,50771,66556,0,0,66556,0,0,0,0,0,3705839,2033468,56639,282753,17142077,5716763,242913,0,5959676,38691,29582,4455,0,34037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,5,13,36,7,5,1,1,7,2,4,0,1,5,0,0,0,0,0
9986,12/31/2020 0:00:00,4810,0,0,87780,53894,602376416,12763570,13995551,741062806,0,602376416,12763570,13995551,42,3,4,49,0,0,0,0,122020,2,0,0,0,7,15,0,0,24873102,0,1517841,0,0,0,0,0,0,0,0,0,0,0,5212186,0,0,0,0,0,0,0,0,14152869,46116,2246407,4969913,1082110,519802,4746111,0,34139,0,0,174208,404557,104669458,0,0,49397985,0,0,0,0,11889098,24526826,0,0,843487,433200,2753,34376,1986,61663,265,3064,104107,0,0,0,0,17,48,29682,159642,1,26,0,0,0,166,5,0,0,0,0,0,0,26390943,21696056,11514979,2679453,0,4834803,0,3000000,0,0,0,0,0,0,0,0,5876427,38832428,20000000,50857200,0,0,0,3,33797,0,0,0,68161845,919,0,295229,0,48900,24277,0,0,0,0,0,0,1,0,0,0,0,594,207,21,117,329,0,0,0,312,93,8,48,111,0,0,0,7661,182226058,0,6724,937,120057092,62168966,0,20000000,15000000,35000000,153646612,0,0,1338393,1615,921044,208845,29621,64067,302533,0,0,0,0,0,777313,0,253781,67809,881156,220871,0,0,220871,95286,32067,0,0,32067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,5,0,0,0,0,0,1,1,2,1,4,0,0,0,0,0
9988,12/31/2020 0:00:00,4811,0,0,0,0,1082053934,79253474,48022580,1369149324,0,1082053934,79253474,48022580,164,21,8,193,0,0,0,0,122019,3,0,0,0,75,56,0,0,35395215,699343,2258927,0,0,0,0,0,0,0,0,0,0,0,10701387,0,0,0,0,0,0,0,0,22304610,305630,2166759,4620159,741015,1710828,6519728,0,0,0,0,303548,961336,268195643,0,0,270728586,0,0,0,0,62284476,24980420,0,0,-96272,0,6272,89570,5497,141525,2098,0,244962,0,0,0,0,0,45,2733,18646,5,15,0,0,0,311,26,0,0,0,0,0,0,36954799,26382131,21151502,7481092,0,7900020,0,0,0,0,0,0,0,0,0,0,121009581,98752598,0,245074647,0,0,0,3,62576,0,0,0,140603980,1026,0,0,0,345877,0,0,0,0,0,0,0,1,0,0,0,0,1349,1223,0,0,9,0,0,19,312,165,0,0,0,0,0,0,16988,365811447,0,16988,0,365811447,0,0,0,0,0,166276057,0,0,7391590,1687,63943,61263,2255,0,63518,0,0,0,0,0,411793,0,22944,927,3334013,1325923,275450,168916,1770289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,1,0,6,0,0,0,0,0,1,2,1,0,3,0,0,0,0,0
9994,12/31/2020 0:00:00,4813,0,0,0,0,48493144,3305349,66361,59483767,0,48493144,3305349,66361,6,0,0,6,0,0,0,0,92020,3,0,0,0,0,9,0,0,784826,403,631530,0,0,0,0,0,0,0,0,0,0,0,566597,0,0,0,0,0,0,0,0,845357,5612,226205,476082,32831,10283,155975,0,0,0,0,14102,155872,9610595,0,0,3037049,0,0,0,0,60947,1544190,0,0,-351,0,153,2601,70,6065,0,440,9329,0,0,0,0,30,40,0,0,0,35,0,0,0,15,0,0,0,0,0,0,0,1415953,1183512,830587,150441,0,91780,0,308305,15702,0,0,0,0,0,0,0,846018,6599192,0,30955755,0,0,0,3,3774,0,0,0,6913041,1162,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430000,0,0,410603,1760,25909,16000,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10011,12/31/2020 0:00:00,4824,0,0,0,0,607547,0,0,881102,0,607547,0,0,1,1,0,2,0,0,0,0,62020,2,0,0,0,0,0,0,0,25178,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16475,0,894,7234,0,0,1200,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,198056,0,0,0,0,0,0,0,159,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29078,26167,0,2911,0,14,0,0,0,0,0,0,0,0,0,0,0,96463,0,574307,0,0,0,0,0,0,0,0,274879,3119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4143,608,0,4751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10015,12/31/2020 0:00:00,4826,0,0,0,0,73242188,0,0,82352557,0,73242188,0,0,4,0,1,5,0,0,0,0,32020,2,0,0,0,1,1,0,0,1669846,0,195119,0,0,0,0,0,0,0,0,0,0,0,450601,0,0,0,0,0,0,0,0,903822,2853,152822,237260,65785,84650,470284,0,0,0,0,18510,23296,3125596,0,0,2321319,0,0,0,0,655357,2930678,0,0,0,14398,0,3442,0,7718,0,0,11160,0,0,0,0,0,0,4476,0,0,0,0,0,0,14,3,0,0,0,0,0,0,1864965,1674162,464999,126803,0,179879,0,277191,0,0,0,0,0,0,0,0,1199758,19613408,0,18697191,0,0,0,3,2145,0,0,0,9082564,1102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,14106,0,0,0,0,0,0,0,0,0,0,157528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0
10023,12/31/2020 0:00:00,4831,0,0,0,0,1015384451,121515425,31430915,1623200006,0,1021053094,124597156,33917915,146,82,35,263,54000000,17000000,232600000,0,122019,2,0,0,0,30,3,0,0,31957302,0,7112900,0,0,0,0,0,0,0,0,0,0,0,4978556,0,0,0,0,0,0,0,0,13025772,63044,2739015,5743273,1974045,2362483,810715,0,-5188,0,0,354568,646353,52930740,0,0,62359005,0,0,0,0,10789810,16923323,0,0,-464084,3199135,7887,21356,4817,52798,1706,2637,91249,0,0,0,0,10,50,0,0,5,20,0,0,0,141,12,0,0,0,0,280,0,39070202,7212683,11097495,23928717,0,-9403902,0,300000,0,0,0,0,0,0,0,1612811237,5472810,24240744,0,546135292,0,0,0,3,30117,0,-14484564,0,126101122,781,0,179546171,0,285500,2537201,0,0,0,0,0,0,1,0,0,0,0,480,1134,324,21,0,0,120,0,239,137,17,2,0,0,20,0,3134,55875262,0,3134,0,55875262,0,0,0,0,0,46603063,0,0,2520508,1632,384814,474513,143711,194433,812657,0,0,0,0,0,1108147,2421142,144955,1517340,1155825,241595,127150,19529,388274,332102,156875,14563,0,171438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,7,10,5,0,2,7,9,0,0,3,3,0,0,0,0,0
10047,12/31/2020 0:00:00,4847,0,0,0,0,12827020,32893,0,14183232,0,12827020,32893,0,1,0,1,2,0,0,0,0,122019,2,0,0,0,0,2,0,0,181505,0,118834,0,0,0,0,0,0,0,0,0,0,0,9224,0,0,0,0,0,0,0,0,196561,777,31333,155982,2160,11605,40261,0,0,0,0,3310,2023,574924,0,0,1201713,0,0,0,0,0,156564,0,0,0,0,21,752,0,1500,26,0,2299,0,0,0,0,0,185,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,300339,281873,144637,24204,0,-17502,0,66317,1369,0,0,0,0,0,0,0,255154,953161,0,8141317,0,0,0,3,715,0,0,0,1322143,932,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,5822,0,0,862,862,0,0,0,0,0,0,0,59817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10065,12/31/2020 0:00:00,4857,0,0,0,0,17952668,2199152,2432023,25293978,0,17952668,2199152,2432023,14,5,0,19,0,0,0,0,92019,2,0,0,0,0,0,0,0,611895,0,251557,0,0,0,0,0,0,0,0,0,0,0,125026,0,0,0,0,0,0,0,0,389646,1387,62985,159414,70358,7882,33234,0,0,0,0,0,20169,3725618,0,0,2170077,0,0,0,0,281321,1034508,0,0,0,0,155,1131,0,2638,0,106,4030,0,0,0,0,15,44,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,863452,663922,195397,157418,0,114244,46577,0,2415,0,0,0,0,0,0,0,387898,1124718,0,15348577,0,0,0,3,1218,0,0,0,2748665,1086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930000,0,0,615403,1745,40007,38062,0,0,38062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
