"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_020G3","ACCT_020G4","ACCT_020H1","ACCT_020N1","ACCT_020P3","ACCT_020P4","ACCT_020Q1","ACCT_020W1","ACCT_020Y1","ACCT_021G3","ACCT_021G4","ACCT_021H1","ACCT_021N1","ACCT_021P3","ACCT_021P4","ACCT_021Q1","ACCT_021W1","ACCT_021Y1","ACCT_022G3","ACCT_022G4","ACCT_022H1","ACCT_022N1","ACCT_022P3","ACCT_022P4","ACCT_022Q1","ACCT_022W1","ACCT_022Y1","ACCT_023G3","ACCT_023G4","ACCT_023H1","ACCT_023N1","ACCT_023P3","ACCT_023P4","ACCT_023Q1","ACCT_023W1","ACCT_023Y1","ACCT_025A1","ACCT_025B1","ACCT_040A1","ACCT_040B2","ACCT_040C1","ACCT_040D1","ACCT_040E1","ACCT_041G3","ACCT_041G4","ACCT_041H1","ACCT_041N1","ACCT_041P3","ACCT_041P4","ACCT_041Q1","ACCT_041W1","ACCT_041Y1","ACCT_042A5","ACCT_042A6","ACCT_042A7","ACCT_042A8","ACCT_042A9","ACCT_043A3","ACCT_043A4","ACCT_043B3","ACCT_043B4","ACCT_043C3","ACCT_043C4","ACCT_043D3","ACCT_043D4","ACCT_043E3","ACCT_043E4","ACCT_044A1","ACCT_044B1","ACCT_044C1","ACCT_044D1","ACCT_044E1","ACCT_046A3","ACCT_046A4","ACCT_046B3","ACCT_046B4","ACCT_046C3","ACCT_046C4","ACCT_046D3","ACCT_046D4","ACCT_046E3","ACCT_046E4","ACCT_047A1","ACCT_047B1","ACCT_047C1","ACCT_047D1","ACCT_047E1","ACCT_056A1","ACCT_056B1","ACCT_056C1","ACCT_056D1","ACCT_056E1","ACCT_059A1","ACCT_059B1","ACCT_059C1","ACCT_059D1","ACCT_059E1","ACCT_090A1","ACCT_090B1","ACCT_090C5","ACCT_090C6","ACCT_090C7","ACCT_090C8","ACCT_090H2","ACCT_090H3","ACCT_090J2","ACCT_090J3","ACCT_090K2","ACCT_090K3","ACCT_090L2","ACCT_090L3","ACCT_090M","ACCT_090M1","ACCT_099A5","ACCT_099A6","ACCT_099A7","ACCT_099A8","ACCT_1006F","ACCT_1006G","ACCT_1007F","ACCT_1007G","ACCT_1008F","ACCT_1008G","ACCT_1009F","ACCT_1009G","ACCT_1010F","ACCT_1010G","ACCT_1011F","ACCT_1011G","ACCT_1060","ACCT_1060A","ACCT_1060B","ACCT_1061","ACCT_1061A","ACCT_1062","ACCT_1062A","ACCT_1063","ACCT_1063A","ACCT_1116","ACCT_1116A","ACCT_1116B","ACCT_1116C","ACCT_1116D","ACCT_1116E","ACCT_1118","ACCT_1118A","ACCT_1118B","ACCT_1118C","ACCT_1118D","ACCT_1118E","ACCT_143A3","ACCT_143A4","ACCT_143B3","ACCT_143B4","ACCT_143C3","ACCT_143C4","ACCT_143D3","ACCT_143D4","ACCT_386A","ACCT_386B","ACCT_400A1","ACCT_400B1","ACCT_400C5","ACCT_400C6","ACCT_400C7","ACCT_400C8","ACCT_400H2","ACCT_400H3","ACCT_400J2","ACCT_400J3","ACCT_400L2","ACCT_400L3","ACCT_400M","ACCT_400M1","ACCT_400P","ACCT_400T1","ACCT_463A5","ACCT_463A6","ACCT_463A7","ACCT_463A8","ACCT_475A1","ACCT_475B1","ACCT_475C5","ACCT_475C6","ACCT_475C7","ACCT_475C8","ACCT_475H2","ACCT_475H3","ACCT_475J2","ACCT_475J3","ACCT_475K2","ACCT_475K3","ACCT_475L2","ACCT_475L3","ACCT_475M","ACCT_475M1","ACCT_525","ACCT_526","ACCT_550G3","ACCT_550G4","ACCT_550H1","ACCT_550N1","ACCT_550P3","ACCT_550P4","ACCT_550Q1","ACCT_550W1","ACCT_550Y1","ACCT_551G3","ACCT_551G4","ACCT_551H1","ACCT_551N1","ACCT_551P3","ACCT_551P4","ACCT_551Q1","ACCT_551W1","ACCT_551Y1","ACCT_562A","ACCT_562B","ACCT_563A","ACCT_595B","ACCT_691B1","ACCT_691C1","ACCT_691C2","ACCT_691K8","ACCT_691K9","ACCT_691L8","ACCT_691L9","ACCT_691M8","ACCT_691M9","ACCT_691N8","ACCT_691N9","ACCT_691P","ACCT_691P1","ACCT_691P2","ACCT_698C","ACCT_703A","ACCT_704A2","ACCT_718A3","ACCT_718A4","ACCT_718A5"
16453,12/31/2020 0:00:00,8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,1748705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224441,0,0,0,0,0
16473,12/31/2020 0:00:00,8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,545878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16476,12/31/2020 0:00:00,8627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2945,44948231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601987,0,0,0,601987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,11,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1700122,0,1,0,410000,0,1735559,2635386,9417954,58908,0,42232,0,0,1091432,0,3876807,58908,995418,0,1109956,0,1037650,9476862,0,0,0,0,3242918,0,0,0,0,0,0,0,1811486,0,2910328,0,332590,0,688842,0,495,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,445,525,570,0,0,0,1,0,58908,0,0,0,0,0,0,0,0,1435046,21318105,5779031,8380304,58908,8439212
16479,12/31/2020 0:00:00,8629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2859,23387463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977656,135653,622026,0,0,0,0,0,0,0,0,0,0,0,622026,0,0,622026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,548,429,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991794,585171,0,622026,0,622026
16500,12/31/2020 0:00:00,8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5672,118596376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,395,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2709931,79662444,0,0,0,0
16520,12/31/2020 0:00:00,8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,949345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77799,0,0,0,0,0
16525,12/31/2020 0:00:00,8657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,79869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16547,12/31/2020 0:00:00,8670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3064164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5920,3014048,0,0,0,0
16556,12/31/2020 0:00:00,8675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,17032706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,409,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284555,4211251,0,0,0,0
16570,12/31/2020 0:00:00,8683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,157161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16571,12/31/2020 0:00:00,8684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,7361388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38859,0,0,0,0,0
16574,12/31/2020 0:00:00,8685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42062,630873082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,12,0,0,11,0,9,1,32,1,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3124872,0,3,0,657840,0,38527869,522209,36810429,9183997,0,17967,0,0,3686095,0,15138343,9183997,1168633,0,13674519,0,1186600,45994426,0,0,0,0,17617640,5000000,0,88465,0,0,2704358,0,9382165,5000000,17117861,5000000,411314,0,4373498,0,340,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,404,304,400,0,0,0,3,0,9183997,0,0,0,0,0,0,0,0,16911236,141790083,1199221,35623829,9183997,44807826
16577,12/31/2020 0:00:00,8687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448,32155288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,325,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100729,23420468,0,0,0,0
16584,12/31/2020 0:00:00,8691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,6169551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2739432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,343,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3410,433449,0,0,0,0
16590,12/31/2020 0:00:00,8693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,3282675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291453,0,0,0,0,0
16605,12/31/2020 0:00:00,8702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,17571623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098046,0,0,0,0,0
16614,12/31/2020 0:00:00,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16619,12/31/2020 0:00:00,8714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17264,20992157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,350,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525054,10420116,0,0,0,0
16626,12/31/2020 0:00:00,8717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35152,528829705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,10,0,0,0,24,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23721059,64350,8550110,0,0,0,0,0,2597589,0,0,0,709961,0,5242560,0,709961,8550110,0,0,0,0,7777950,0,0,0,0,0,2353359,0,0,0,7223895,0,554055,0,4870536,0,370,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,463,353,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12637007,206038894,8361950,7840149,0,7840149
16636,12/31/2020 0:00:00,8722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1560888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16655,12/31/2020 0:00:00,8731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,9257700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,325,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902712,220441,0,0,0,0
16657,12/31/2020 0:00:00,8733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10602,60540054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2,1,63,0,0,2,0,4,2,18,2,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,471510,0,1,0,475010,0,5745645,0,5729676,983471,93161,428873,0,0,151385,0,1958580,983471,203854,0,2422313,0,725888,6713147,0,0,0,0,6942383,222480,29000,1077400,0,0,5000,0,1030124,222480,5766187,222480,69796,0,4256053,0,525,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,500,585,1,29517,25089,0,0,0,0,0,0,0,0,0,0,0,206434,21921129,0,5003788,983471,5987259
16672,12/31/2020 0:00:00,8741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,9270773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,497,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820401,2641404,0,0,0,0
